iter	Passed	Remaining
690	3017	1349
691	3022	1345
692	3027	1341
693	3031	1336
694	3036	1332
695	3041	1328
696	3045	1324
697	3051	1320
698	3055	1315
699	3060	1311
700	3063	1306
701	3068	1302
702	3072	1298
703	3077	1294
704	3083	1290
705	3087	1285
706	3091	1281
707	3097	1277
708	3101	1273
709	3105	1268
710	3111	1264
711	3116	1260
712	3120	1256
713	3124	1251
714	3131	1248
715	3135	1243
716	3136	1238
717	3139	1233
718	3144	1228
719	3147	1224
720	3152	1219
721	3154	1214
722	3158	1210
723	3163	1205
724	3167	1201
725	3171	1196
726	3175	1192
727	3178	1187
728	3183	1183
729	3187	1178
730	3192	1174
731	3195	1169
732	3201	1166
733	3207	1162
734	3210	1157
735	3214	1153
736	3218	1148
737	3222	1144
738	3227	1140
739	3233	1136
740	3238	1131
741	3242	1127
742	3246	1123
743	3250	1118
744	3254	1113
745	3258	1109
746	3260	1104
747	3263	1099
748	3268	1095
749	3272	1090
750	3278	1087
751	3284	1083
752	3290	1079
753	3294	1074
754	3299	1070
755	3304	1066
756	3307	1061
757	3312	1057
758	3317	1053
759	3322	1049
760	3326	1044
761	3331	1040
762	3335	1036
763	3341	1032
764	3344	1027
765	3347	1022
766	3351	1018
767	3355	1013
768	3360	1009
769	3364	1004
770	3368	1000
771	3372	996
772	3376	991
773	3380	986
774	3384	982
775	3389	978
776	3394	974
777	3397	969
778	3403	965
779	3406	960
780	3410	956
781	3414	951
782	3418	947
783	3424	943
784	3429	939
785	3435	935
786	3439	930
787	3444	926
788	3448	922
789	3454	918
790	3459	914
791	3464	909
792	3469	905
793	3473	901
794	3479	897
795	3483	892
796	3488	888
797	3493	884
798	3498	880
799	3503	875
800	3508	871
801	3512	867
802	3517	862
803	3521	858
804	3526	854
805	3531	849
806	3536	845
807	3540	841
808	3543	836
809	3546	831
810	3550	827
811	3554	822
812	3557	818
813	3560	813
814	3565	809
815	3569	804
816	3575	800
817	3578	796
818	3582	791
819	3587	787
820	3593	783
821	3598	779
822	3604	775
823	3611	771
824	3615	766
825	3618	762
826	3622	757
827	3628	753
828	3632	749
829	3636	744
830	3641	740
831	3645	736
832	3649	731
833	3654	727
834	3657	722
835	3661	718
836	3663	713
837	3669	709
838	3673	705
839	3677	700
840	3683	696
841	3688	692
842	3692	687
843	3699	683
844	3704	679
845	3710	675
846	3715	671
847	3720	666
848	3726	662
849	3733	658
850	3739	654
851	3744	650
852	3750	646
853	3754	641
854	3767	639
855	3772	634
856	3776	630
857	3779	625
858	3793	622
859	3798	618
860	3803	614
861	3806	609
862	3811	604
863	3814	600
864	3818	595
865	3822	591
866	3826	586
867	3830	582
868	3835	578
869	3839	573
870	3842	569
871	3848	564
872	3853	560
873	3859	556
874	3864	552
875	3869	547
876	3873	543
877	3878	538
878	3883	534
879	3885	529
880	3895	526
881	3902	522
882	3908	517
883	3914	513
884	3919	509
885	3925	505
886	3931	500
887	3936	496
888	3942	492
889	3946	487
890	3951	483
891	3956	479
892	3962	474
893	3967	470
894	3970	465
895	3975	461
896	3979	457
897	3985	452
898	3989	448
899	3992	443
900	3998	439
901	4002	434
902	4007	430
903	4011	425
904	4015	421
905	4020	417
